id,date_publication,titre,entreprise,ville,type_contrat,secteur,niveau_requis,competences,salaire,teletravail,experience_requise_ans,mois,trimestre,categorie,est_stage
898,2024-05-01,Data Analyst,Shift Technology,Paris,CDI,MarTech,Bac+4,"AWS, Python, LLM",73058.0,Non,5,2024-05,2024Q2,Data Analysis,False
899,2023-11-22,Business Intelligence Analyst,ManoMano,Paris,Stage,DeepTech,Bac+5,"Computer Vision, Hugging Face, dbt, Spark, Azure, Airflow, Pandas",894.0,Oui,0,2023-11,2023Q4,Data Analysis,True
900,2023-08-21,ML Engineer,Hugging Face,Paris,CDI,HealthTech,Bac+5,"Deep Learning, SQL, RAG, Azure, Pandas, AWS, Scikit-learn",49887.0,Hybride,3,2023-08,2023Q3,ML Engineering,False
901,2023-10-08,Business Intelligence Analyst,Shift Technology,Paris,CDI,FinTech,Bac+4,"Git, NLP, API REST, Pandas, LLM",42411.0,Oui,0,2023-10,2023Q4,Data Analysis,False
902,2023-11-29,NLP Engineer,Contentsquare,Paris,CDI,HealthTech,Bac+4,"GCP, Airflow, LLM, dbt, AWS, Scikit-learn, Deep Learning",68028.0,Non,2,2023-11,2023Q4,Data Engineering,False
903,2023-10-25,MLOps Engineer,ManoMano,Marseille,Freelance,FinTech,Bac+4,"Python, PyTorch, Hugging Face, Airflow, TensorFlow, Docker, SQL",629.0,Hybride,0,2023-10,2023Q4,ML Engineering,False
904,2024-01-01,Stagiaire ML,Swile,Toulouse,CDI,E-commerce,Bac+3,"NLP, AWS, LLM, Computer Vision, Machine Learning, PyTorch",49696.0,Non,3,2024-01,2024Q1,Stage,False
905,2023-09-30,NLP Engineer,ManoMano,Nantes,Stage,LegalTech,Bac+4,"Hugging Face, Airflow, Pandas, PyTorch, Python, AWS",1078.0,Hybride,5,2023-09,2023Q3,Data Engineering,True
906,2023-12-02,Data Scientist,Withings,Paris,Stage,EdTech,Bac+5,"Scikit-learn, Computer Vision, GCP, Git, Airflow, Docker, Spark",731.0,Hybride,0,2023-12,2023Q4,Data Science,True
907,2023-07-08,ML Engineer,Dataiku,Paris,CDI,RetailTech,Bac+5,"SQL, LLM, Spark, Docker",35026.0,Non,0,2023-07,2023Q3,ML Engineering,False
908,2024-06-27,AI Researcher,Back Market,Lyon,Stage,HealthTech,Bac+4,"Azure, Spark, Pandas",1050.0,Oui,5,2024-06,2024Q2,Recherche IA,True
909,2024-03-30,Business Intelligence Analyst,Mirakl,Paris,CDI,EdTech,Bac+5,"dbt, Kubernetes, Machine Learning, LLM, Airflow, TensorFlow, Power BI",38751.0,Non,0,2024-03,2024Q1,Data Analysis,False
910,2023-09-03,Stagiaire Data Analyst,Kayrros,Paris,Freelance,RetailTech,Bac+4,"dbt, Spark, Git",517.0,Non,0,2023-09,2023Q3,Data Analysis,False
911,2023-11-18,MLOps Engineer,Ekimetrics,Grenoble,CDI,SaaS,Bac+5,"Deep Learning, Git, GCP, Tableau, Azure, Airflow, LLM",53723.0,Oui,1,2023-11,2023Q4,ML Engineering,False
912,2023-07-24,AI Researcher,Shift Technology,Paris,Stage,SaaS,Bac+5,"RAG, Azure, API REST, Tableau",892.0,Oui,5,2023-07,2023Q3,Recherche IA,True
913,2023-07-28,Stagiaire ML,Swile,Strasbourg,Stage,RetailTech,Bac+5,"dbt, TensorFlow, NLP, Machine Learning, GCP, PyTorch",1062.0,Oui,0,2023-07,2023Q3,Stage,True
914,2024-04-09,Stagiaire Data Science,PhotoRoom,Paris,CDD,RetailTech,Bac+4,"Git, PyTorch, Azure, Docker, Python, AWS",36219.0,Non,5,2024-04,2024Q2,Stage,False
915,2023-11-27,Stagiaire Data Science,Swile,Paris,CDI,DeepTech,Bac+8 (PhD),"Machine Learning, TensorFlow, Power BI, Spark",59605.0,Oui,5,2023-11,2023Q4,Stage,False
916,2024-06-22,MLOps Engineer,Hugging Face,Paris,CDI,DeepTech,Bac+3,"Git, API REST, Python, Hugging Face",37010.0,Non,0,2024-06,2024Q2,ML Engineering,False
917,2023-09-03,Data Analyst,Shift Technology,Paris,Stage,LegalTech,Bac+4,"API REST, Azure, SQL",1104.0,Oui,1,2023-09,2023Q3,Data Analysis,True
918,2024-05-22,ML Engineer,Shift Technology,Paris,CDI,SaaS,Bac+3,"Python, API REST, Deep Learning, LLM, Kubernetes, Machine Learning, Pandas",44499.0,Hybride,2,2024-05,2024Q2,ML Engineering,False
919,2024-03-08,ML Engineer,Back Market,Paris,Stage,EdTech,Bac+4,"Kubernetes, NLP, TensorFlow, Spark, SQL",965.0,Hybride,3,2024-03,2024Q1,ML Engineering,True
920,2023-08-22,Data Analyst,Withings,Paris,CDI,HealthTech,Bac+5,"SQL, Deep Learning, LLM",67058.0,Hybride,2,2023-08,2023Q3,Data Analysis,False
921,2023-07-07,ML Engineer,Alan,Paris,Stage,RetailTech,Bac+4,"Spark, Python, Power BI",1064.0,Non,5,2023-07,2023Q3,ML Engineering,True
922,2024-04-19,AI Researcher,Qonto,Paris,Stage,RetailTech,Bac+5,"AWS, Tableau, GCP, Deep Learning",1157.0,Oui,0,2024-04,2024Q2,Recherche IA,True
923,2023-11-23,Data Analyst,Doctolib,Paris,CDI,HealthTech,Bac+5,"dbt, Machine Learning, Hugging Face, Kubernetes, Deep Learning",68074.0,Oui,3,2023-11,2023Q4,Data Analysis,False
924,2024-02-26,ML Engineer,PhotoRoom,Paris,Stage,DeepTech,Bac+3,"Power BI, Computer Vision, Kubernetes, Hugging Face",807.0,Oui,5,2024-02,2024Q1,ML Engineering,True
925,2024-03-02,Stagiaire Data Analyst,Qonto,Lyon,Alternance,MarTech,Bac+4,"Hugging Face, Docker, dbt, Deep Learning, Airflow",1747.0,Non,5,2024-03,2024Q1,Data Analysis,False
926,2024-02-11,Data Analyst,Shift Technology,Lyon,Stage,MarTech,Bac+5,"TensorFlow, API REST, Azure",791.0,Oui,2,2024-02,2024Q1,Data Analysis,True
927,2023-12-22,Computer Vision Engineer,Owkin,Nantes,Freelance,MarTech,Bac+4,"Machine Learning, Deep Learning, RAG, Power BI, Airflow, TensorFlow",696.0,Oui,0,2023-12,2023Q4,Data Engineering,False
928,2023-10-03,NLP Engineer,BlaBlaCar,Marseille,CDI,RetailTech,Bac+5,"Kubernetes, NLP, Power BI, GCP, Hugging Face",35411.0,Hybride,0,2023-10,2023Q4,Data Engineering,False
929,2023-07-27,NLP Engineer,Back Market,Lyon,Stage,LegalTech,Bac+4,"LLM, NLP, API REST, GCP, Git, AWS",1194.0,Non,0,2023-07,2023Q3,Data Engineering,True
930,2023-11-07,Stagiaire Data Science,Doctolib,Paris,CDI,FinTech,Bac+4,"Computer Vision, RAG, GCP, Spark, Machine Learning, AWS",52712.0,Oui,0,2023-11,2023Q4,Stage,False
931,2024-03-01,Business Intelligence Analyst,Withings,Toulouse,CDI,SaaS,Bac+4,"NLP, TensorFlow, Deep Learning, SQL, dbt, Azure, Git",72419.0,Oui,3,2024-03,2024Q1,Data Analysis,False
932,2023-08-28,NLP Engineer,Shift Technology,Grenoble,CDI,HealthTech,Bac+3,"Pandas, Spark, SQL, Git",37472.0,Hybride,5,2023-08,2023Q3,Data Engineering,False
933,2023-08-03,ML Engineer,Hugging Face,Paris,CDI,HealthTech,Bac+8 (PhD),"Git, Python, GCP, Power BI, dbt, SQL",41019.0,Non,3,2023-08,2023Q3,ML Engineering,False
934,2024-01-22,ML Engineer,Younited,Paris,CDI,HealthTech,Bac+5,"TensorFlow, dbt, Machine Learning",44866.0,Oui,3,2024-01,2024Q1,ML Engineering,False
935,2024-03-08,NLP Engineer,Shift Technology,Bordeaux,Stage,E-commerce,Bac+5,"API REST, PyTorch, NLP, Git",1052.0,Hybride,1,2024-03,2024Q1,Data Engineering,True
936,2023-08-07,Computer Vision Engineer,Hugging Face,Toulouse,Freelance,RetailTech,Bac+3,"Git, Kubernetes, Scikit-learn, Azure, Python, Docker",703.0,Oui,5,2023-08,2023Q3,Data Engineering,False
937,2024-04-21,Data Scientist,Swile,Paris,CDI,E-commerce,Bac+5,"API REST, PyTorch, Computer Vision, Git, Python, Tableau, Power BI",61541.0,Hybride,1,2024-04,2024Q2,Data Science,False
938,2024-05-18,Stagiaire Data Science,Payfit,Nantes,CDI,DeepTech,Bac+8 (PhD),"Docker, GCP, Spark, Power BI, PyTorch, Airflow, Machine Learning",70823.0,Oui,5,2024-05,2024Q2,Stage,False
939,2024-06-16,Data Engineer,Mirakl,Lyon,CDI,HealthTech,Bac+4,"Hugging Face, SQL, Spark, Tableau, PyTorch, LLM",45865.0,Hybride,2,2024-06,2024Q2,Data Engineering,False
940,2023-07-28,Computer Vision Engineer,Contentsquare,Paris,CDI,LegalTech,Bac+5,"Azure, Tableau, PyTorch, SQL, dbt",52198.0,Non,0,2023-07,2023Q3,Data Engineering,False
941,2023-09-16,Data Analyst,BlaBlaCar,Bordeaux,CDI,FinTech,Bac+4,"dbt, Hugging Face, API REST",56258.0,Oui,1,2023-09,2023Q3,Data Analysis,False
942,2023-09-15,ML Engineer,Back Market,Paris,CDI,LegalTech,Bac+5,"Deep Learning, Machine Learning, Pandas, Hugging Face, Python, Docker, GCP",58843.0,Hybride,0,2023-09,2023Q3,ML Engineering,False
943,2024-04-14,Data Engineer,Owkin,Paris,CDI,EdTech,Bac+8 (PhD),"Machine Learning, RAG, SQL, NLP, Kubernetes",56868.0,Oui,1,2024-04,2024Q2,Data Engineering,False
944,2023-12-03,AI Researcher,Hugging Face,Bordeaux,CDI,MarTech,Bac+8 (PhD),"Computer Vision, Pandas, Kubernetes, Tableau, dbt, TensorFlow",78053.0,Non,5,2023-12,2023Q4,Recherche IA,False
945,2023-08-13,MLOps Engineer,Mistral AI,Paris,CDD,DeepTech,Bac+5,"Computer Vision, API REST, TensorFlow",61281.0,Non,3,2023-08,2023Q3,ML Engineering,False
946,2023-11-05,Data Scientist,Owkin,Paris,CDI,LegalTech,Bac+5,"PyTorch, TensorFlow, AWS, Scikit-learn, Machine Learning",35432.0,Oui,5,2023-11,2023Q4,Data Science,False
947,2023-08-30,Stagiaire Data Analyst,Payfit,Paris,Stage,E-commerce,Bac+5,"API REST, GCP, PyTorch, Computer Vision",946.0,Non,2,2023-08,2023Q3,Data Analysis,True
948,2024-04-11,ML Engineer,Alan,Rennes,CDI,LegalTech,Bac+3,"Docker, dbt, Hugging Face, Power BI, SQL",43588.0,Oui,3,2024-04,2024Q2,ML Engineering,False
949,2024-01-30,Stagiaire Data Science,Qonto,Bordeaux,Stage,HealthTech,Bac+5,"TensorFlow, RAG, Azure",619.0,Oui,0,2024-01,2024Q1,Stage,True
950,2024-05-06,AI Researcher,PhotoRoom,Paris,CDI,HealthTech,Bac+5,"Machine Learning, NLP, Deep Learning, Scikit-learn, Kubernetes, PyTorch, Docker",61038.0,Non,3,2024-05,2024Q2,Recherche IA,False
951,2024-05-01,Business Intelligence Analyst,Kayrros,Lille,CDI,SaaS,Bac+8 (PhD),"Machine Learning, PyTorch, GCP, API REST, Scikit-learn",67750.0,Non,2,2024-05,2024Q2,Data Analysis,False
952,2024-05-12,Stagiaire Data Analyst,Doctolib,Marseille,CDI,EdTech,Bac+5,"Deep Learning, RAG, NLP, SQL",52249.0,Non,2,2024-05,2024Q2,Data Analysis,False
953,2023-10-24,Stagiaire Data Science,BlaBlaCar,Paris,CDI,MarTech,Bac+5,"Scikit-learn, dbt, Computer Vision, Hugging Face",62680.0,Oui,5,2023-10,2023Q4,Stage,False
954,2024-03-24,NLP Engineer,Back Market,Paris,CDI,FinTech,Bac+5,"Scikit-learn, Airflow, AWS, SQL, Hugging Face, GCP, Spark",45114.0,Oui,0,2024-03,2024Q1,Data Engineering,False
955,2024-01-11,AI Researcher,Swile,Toulouse,CDI,HealthTech,Bac+5,"PyTorch, RAG, Tableau, Machine Learning, Spark, GCP",83724.0,Non,2,2024-01,2024Q1,Recherche IA,False
956,2024-02-16,Computer Vision Engineer,Ekimetrics,Paris,CDI,DeepTech,Bac+4,"Scikit-learn, Deep Learning, Machine Learning, PyTorch, Git, Tableau, Power BI",67229.0,Non,0,2024-02,2024Q1,Data Engineering,False
957,2024-02-12,Business Intelligence Analyst,Qonto,Paris,CDI,HealthTech,Bac+5,"Hugging Face, NLP, Pandas, GCP, Git",53668.0,Non,2,2024-02,2024Q1,Data Analysis,False
958,2023-11-30,Data Scientist,Dataiku,Paris,CDD,DeepTech,Bac+5,"TensorFlow, NLP, API REST, Azure, Pandas, Kubernetes, RAG",50240.0,Oui,1,2023-11,2023Q4,Data Science,False
959,2024-04-27,NLP Engineer,Kayrros,Paris,CDD,RetailTech,Bac+4,"Pandas, SQL, API REST, Python, Power BI, Airflow",53365.0,Oui,0,2024-04,2024Q2,Data Engineering,False
960,2024-02-05,Data Analyst,Contentsquare,Paris,Freelance,E-commerce,Bac+5,"Tableau, Machine Learning, Docker, GCP, Scikit-learn",773.0,Oui,5,2024-02,2024Q1,Data Analysis,False
961,2023-12-04,AI Researcher,Withings,Paris,CDI,RetailTech,Bac+5,"SQL, Machine Learning, Power BI, Kubernetes",71646.0,Oui,1,2023-12,2023Q4,Recherche IA,False
962,2024-04-17,NLP Engineer,ManoMano,Lyon,CDI,DeepTech,Bac+5,"NLP, LLM, GCP, PyTorch, Power BI, dbt",73846.0,Oui,3,2024-04,2024Q2,Data Engineering,False
963,2024-05-13,Stagiaire Data Science,Mirakl,Paris,Stage,RetailTech,Bac+4,"Machine Learning, Git, AWS, RAG",851.0,Non,5,2024-05,2024Q2,Stage,True
964,2023-07-31,Stagiaire ML,Hugging Face,Lille,Stage,DeepTech,Bac+3,"Python, TensorFlow, Scikit-learn, NLP, Kubernetes",997.0,Non,3,2023-07,2023Q3,Stage,True
965,2024-05-08,Stagiaire ML,Swile,Paris,CDI,HealthTech,Bac+5,"Scikit-learn, TensorFlow, Azure",51128.0,Oui,0,2024-05,2024Q2,Stage,False
966,2023-08-20,Stagiaire ML,PhotoRoom,Paris,Stage,DeepTech,Bac+4,"Power BI, GCP, LLM, API REST",824.0,Oui,1,2023-08,2023Q3,Stage,True
967,2023-10-15,Data Engineer,Doctolib,Paris,CDI,FinTech,Bac+5,"AWS, RAG, Python, dbt",51527.0,Non,1,2023-10,2023Q4,Data Engineering,False
968,2024-05-16,MLOps Engineer,Swile,Paris,Stage,DeepTech,Bac+4,"GCP, NLP, Azure",837.0,Non,1,2024-05,2024Q2,ML Engineering,True
969,2023-10-17,Business Intelligence Analyst,Doctolib,Toulouse,CDI,RetailTech,Bac+5,"Power BI, Computer Vision, Kubernetes, Deep Learning, PyTorch, Scikit-learn, API REST",36677.0,Hybride,3,2023-10,2023Q4,Data Analysis,False
970,2023-11-13,ML Engineer,Owkin,Nantes,CDI,HealthTech,Bac+4,"Power BI, Tableau, Docker, AWS, API REST, GCP, Deep Learning",57282.0,Oui,5,2023-11,2023Q4,ML Engineering,False
971,2024-06-03,Data Scientist,Payfit,Bordeaux,CDI,FinTech,Bac+4,"Power BI, Deep Learning, NLP, Hugging Face, LLM, Git, Scikit-learn",73325.0,Hybride,1,2024-06,2024Q2,Data Science,False
972,2023-08-11,NLP Engineer,Alan,Lille,CDD,HealthTech,Bac+5,"Spark, API REST, Scikit-learn, LLM",71657.0,Oui,2,2023-08,2023Q3,Data Engineering,False
973,2023-09-19,Data Analyst,Alan,Paris,Stage,FinTech,Bac+5,"Scikit-learn, Power BI, Azure, GCP, Git",1051.0,Non,0,2023-09,2023Q3,Data Analysis,True
974,2023-10-31,MLOps Engineer,Mistral AI,Paris,Stage,DeepTech,Bac+5,"Airflow, AWS, Docker, Power BI, Spark",1039.0,Oui,0,2023-10,2023Q4,ML Engineering,True
975,2023-09-27,Data Scientist,BlaBlaCar,Toulouse,CDI,MarTech,Bac+5,"dbt, Computer Vision, Git, Hugging Face",56612.0,Oui,3,2023-09,2023Q3,Data Science,False
976,2024-04-08,NLP Engineer,Alan,Paris,CDI,FinTech,Bac+4,"LLM, Tableau, Pandas, Hugging Face",71602.0,Hybride,2,2024-04,2024Q2,Data Engineering,False
977,2023-08-08,ML Engineer,Contentsquare,Paris,CDD,LegalTech,Bac+4,"Git, PyTorch, Tableau, Kubernetes, Computer Vision, API REST",55564.0,Oui,5,2023-08,2023Q3,ML Engineering,False
978,2023-09-19,ML Engineer,PhotoRoom,Paris,Stage,MarTech,Bac+4,"Deep Learning, Azure, RAG, Tableau, Git, Airflow, LLM",624.0,Oui,0,2023-09,2023Q3,ML Engineering,True
979,2023-07-02,Data Analyst,ManoMano,Marseille,CDI,RetailTech,Bac+5,"Power BI, Python, Azure",73630.0,Oui,3,2023-07,2023Q3,Data Analysis,False
980,2024-01-26,Stagiaire ML,PhotoRoom,Paris,Stage,LegalTech,Bac+5,"Machine Learning, RAG, Tableau, Python, TensorFlow, Scikit-learn, dbt",1003.0,Hybride,0,2024-01,2024Q1,Stage,True
981,2024-02-16,AI Researcher,Alan,Paris,Freelance,EdTech,Bac+4,"LLM, Spark, Git, API REST",82415.0,Hybride,0,2024-02,2024Q1,Recherche IA,False
982,2024-06-17,AI Researcher,ManoMano,Paris,Alternance,HealthTech,Bac+5,"TensorFlow, Azure, Python",1483.0,Oui,2,2024-06,2024Q2,Recherche IA,False
983,2024-04-30,Stagiaire Data Science,Kayrros,Paris,Stage,RetailTech,Bac+4,"Deep Learning, TensorFlow, Docker",1163.0,Oui,0,2024-04,2024Q2,Stage,True
984,2024-02-26,Computer Vision Engineer,Contentsquare,Paris,Stage,HealthTech,Bac+5,"Pandas, Tableau, Deep Learning, NLP, Python",784.0,Non,5,2024-02,2024Q1,Data Engineering,True
985,2023-11-27,Data Analyst,Swile,Paris,CDI,RetailTech,Bac+5,"AWS, Power BI, Tableau, Kubernetes",41837.0,Oui,1,2023-11,2023Q4,Data Analysis,False
986,2023-07-17,Data Scientist,Dataiku,Grenoble,Stage,HealthTech,Bac+5,"AWS, RAG, Azure, Hugging Face",650.0,Non,1,2023-07,2023Q3,Data Science,True
987,2023-10-27,Computer Vision Engineer,Ekimetrics,Paris,CDI,FinTech,Bac+5,"Hugging Face, LLM, Python, PyTorch, Computer Vision, Airflow, Deep Learning",61469.0,Hybride,0,2023-10,2023Q4,Data Engineering,False
988,2023-11-25,MLOps Engineer,BlaBlaCar,Paris,CDI,RetailTech,Bac+5,"API REST, TensorFlow, Pandas, dbt, Deep Learning, GCP, Python",35948.0,Oui,0,2023-11,2023Q4,ML Engineering,False
989,2024-06-26,Stagiaire ML,Doctolib,Paris,Alternance,E-commerce,Bac+5,"Airflow, NLP, Pandas, Machine Learning",1185.0,Hybride,1,2024-06,2024Q2,Stage,False
990,2023-11-22,Computer Vision Engineer,Ekimetrics,Paris,Freelance,EdTech,Bac+3,"Power BI, Computer Vision, Tableau, Pandas, Airflow, PyTorch",420.0,Non,0,2023-11,2023Q4,Data Engineering,False
991,2024-06-24,Stagiaire Data Science,Mirakl,Paris,Stage,EdTech,Bac+5,"Docker, PyTorch, Pandas, NLP, Power BI, Scikit-learn, Azure",617.0,Non,3,2024-06,2024Q2,Stage,True
992,2024-02-18,Data Analyst,Swile,Toulouse,CDI,RetailTech,Bac+3,"Tableau, Power BI, Pandas, RAG, dbt, Azure, Machine Learning",47257.0,Oui,3,2024-02,2024Q1,Data Analysis,False
993,2023-08-06,AI Researcher,Mistral AI,Paris,Stage,HealthTech,Bac+5,"Power BI, Docker, Hugging Face, Azure, Computer Vision, dbt, Tableau",1184.0,Oui,1,2023-08,2023Q3,Recherche IA,True
994,2024-06-16,NLP Engineer,Doctolib,Lyon,CDI,MarTech,Bac+8 (PhD),"dbt, Spark, Machine Learning, Pandas",45860.0,Oui,1,2024-06,2024Q2,Data Engineering,False
995,2023-10-28,Data Analyst,BlaBlaCar,Paris,CDI,LegalTech,Bac+5,"Kubernetes, GCP, Python",37023.0,Non,3,2023-10,2023Q4,Data Analysis,False
996,2023-11-13,Business Intelligence Analyst,Mirakl,Toulouse,CDD,LegalTech,Bac+4,"LLM, Machine Learning, Tableau, Docker",43973.0,Hybride,0,2023-11,2023Q4,Data Analysis,False
997,2024-05-16,Data Analyst,Contentsquare,Lille,Stage,MarTech,Bac+5,"Airflow, GCP, Hugging Face, AWS, Machine Learning, RAG, Power BI",657.0,Non,0,2024-05,2024Q2,Data Analysis,True
998,2024-04-27,Data Engineer,Contentsquare,Nantes,CDI,HealthTech,Bac+4,"NLP, SQL, Airflow",38341.0,Oui,2,2024-04,2024Q2,Data Engineering,False
999,2024-06-03,ML Engineer,Mistral AI,Paris,Stage,FinTech,Bac+5,"Kubernetes, RAG, Tableau, Spark, Git, Python, Docker",896.0,Non,1,2024-06,2024Q2,ML Engineering,True
1000,2023-10-10,ML Engineer,Owkin,Paris,CDI,SaaS,Bac+4,"SQL, LLM, Computer Vision, API REST, Kubernetes, Python",56198.0,Oui,2,2023-10,2023Q4,ML Engineering,False
1001,2024-02-03,Stagiaire ML,Owkin,Toulouse,Stage,E-commerce,Bac+4,"Airflow, Kubernetes, API REST, dbt, Tableau",1056.0,Non,2,2024-02,2024Q1,Stage,True
1002,2023-08-28,Stagiaire Data Science,Swile,Paris,CDI,SaaS,Bac+5,"Tableau, Docker, GCP",49443.0,Hybride,0,2023-08,2023Q3,Stage,False
1003,2024-04-04,Business Intelligence Analyst,BlaBlaCar,Paris,Stage,DeepTech,Bac+5,"Deep Learning, Python, Spark, SQL, Git, TensorFlow, API REST",621.0,Oui,0,2024-04,2024Q2,Data Analysis,True
1004,2023-10-24,Data Analyst,Dataiku,Paris,Stage,EdTech,Bac+4,"Git, dbt, LLM, Python",985.0,Oui,0,2023-10,2023Q4,Data Analysis,True
1005,2024-05-27,Data Scientist,Alan,Grenoble,CDD,EdTech,Bac+4,"Machine Learning, Airflow, Kubernetes, GCP, Hugging Face",46891.0,Hybride,0,2024-05,2024Q2,Data Science,False
1006,2023-09-15,ML Engineer,Swile,Paris,CDI,HealthTech,Bac+5,"Scikit-learn, Deep Learning, TensorFlow, Kubernetes, GCP, RAG, Power BI",61895.0,Hybride,3,2023-09,2023Q3,ML Engineering,False
1007,2023-11-14,Data Engineer,Owkin,Toulouse,Stage,EdTech,Bac+4,"NLP, AWS, API REST, Airflow, Kubernetes, GCP, Spark",838.0,Non,5,2023-11,2023Q4,Data Engineering,True
1008,2023-09-11,Data Analyst,Ekimetrics,Paris,Stage,HealthTech,Bac+4,"LLM, Spark, AWS, Azure, Git",1003.0,Oui,2,2023-09,2023Q3,Data Analysis,True
1009,2023-08-06,Data Scientist,Alan,Strasbourg,CDI,LegalTech,Bac+8 (PhD),"Python, AWS, Pandas, Scikit-learn",41248.0,Non,0,2023-08,2023Q3,Data Science,False
1010,2023-07-31,Business Intelligence Analyst,Withings,Toulouse,Alternance,SaaS,Bac+5,"RAG, API REST, Computer Vision, Kubernetes",1528.0,Hybride,0,2023-07,2023Q3,Data Analysis,False
1011,2023-09-23,MLOps Engineer,Alan,Paris,CDD,SaaS,Bac+5,"TensorFlow, Spark, dbt",53707.0,Hybride,3,2023-09,2023Q3,ML Engineering,False
1012,2023-12-05,Data Engineer,ManoMano,Paris,CDI,HealthTech,Bac+5,"Pandas, Machine Learning, Airflow, Power BI, PyTorch, Docker",48211.0,Oui,2,2023-12,2023Q4,Data Engineering,False
1013,2024-04-30,Data Analyst,PhotoRoom,Paris,CDD,EdTech,Bac+5,"Spark, Python, Scikit-learn",72377.0,Oui,2,2024-04,2024Q2,Data Analysis,False
1014,2024-04-17,Stagiaire Data Analyst,Contentsquare,Paris,CDD,LegalTech,Bac+3,"Scikit-learn, dbt, Airflow, Deep Learning, LLM, Machine Learning, Git",66181.0,Oui,2,2024-04,2024Q2,Data Analysis,False
1015,2023-11-25,MLOps Engineer,Hugging Face,Paris,Stage,FinTech,Bac+8 (PhD),"Computer Vision, Kubernetes, SQL, Scikit-learn, Airflow, dbt",1134.0,Hybride,2,2023-11,2023Q4,ML Engineering,True
1016,2024-02-10,Stagiaire ML,Kayrros,Paris,CDI,E-commerce,Bac+4,"Pandas, Docker, API REST, Tableau, PyTorch, Hugging Face",65615.0,Hybride,2,2024-02,2024Q1,Stage,False
1017,2023-09-02,MLOps Engineer,Younited,Paris,CDD,HealthTech,Bac+8 (PhD),"Deep Learning, AWS, SQL, Azure, Spark, API REST",40038.0,Oui,0,2023-09,2023Q3,ML Engineering,False
1018,2024-02-25,Stagiaire Data Science,Younited,Nantes,Stage,DeepTech,Bac+5,"Spark, Machine Learning, LLM, Deep Learning, Airflow",795.0,Non,2,2024-02,2024Q1,Stage,True
1019,2024-06-17,Data Analyst,Ekimetrics,Paris,Stage,RetailTech,Bac+5,"Git, GCP, Airflow, NLP",1010.0,Oui,1,2024-06,2024Q2,Data Analysis,True
1020,2023-12-03,Stagiaire Data Analyst,Hugging Face,Paris,CDI,RetailTech,Bac+4,"GCP, Hugging Face, Docker, Git, Python",65743.0,Hybride,5,2023-12,2023Q4,Data Analysis,False
1021,2024-06-23,Stagiaire Data Science,Owkin,Paris,Stage,RetailTech,Bac+5,"Git, Docker, GCP, Spark, PyTorch, Kubernetes",975.0,Oui,1,2024-06,2024Q2,Stage,True
1022,2024-01-23,Computer Vision Engineer,BlaBlaCar,Paris,CDI,FinTech,Bac+5,"Python, AWS, NLP, Power BI",40239.0,Oui,1,2024-01,2024Q1,Data Engineering,False
1023,2023-11-17,Data Analyst,Doctolib,Paris,CDD,SaaS,Bac+5,"AWS, API REST, Python, Hugging Face",64366.0,Hybride,0,2023-11,2023Q4,Data Analysis,False
1024,2024-03-13,Computer Vision Engineer,ManoMano,Grenoble,CDI,EdTech,Bac+5,"NLP, Deep Learning, SQL, Python",48279.0,Oui,3,2024-03,2024Q1,Data Engineering,False
1026,2024-03-09,Business Intelligence Analyst,Doctolib,Paris,Stage,EdTech,Bac+4,"Airflow, AWS, NLP, API REST, dbt, Scikit-learn, Python",929.0,Hybride,1,2024-03,2024Q1,Data Analysis,True
1027,2024-02-10,MLOps Engineer,Contentsquare,Lyon,CDI,LegalTech,Bac+3,"NLP, Deep Learning, Airflow, AWS, Computer Vision, Python, TensorFlow",73612.0,Hybride,0,2024-02,2024Q1,ML Engineering,False
1028,2023-08-11,Business Intelligence Analyst,Owkin,Paris,CDD,LegalTech,Bac+5,"Python, Spark, RAG, Power BI, dbt, Pandas",57557.0,Non,5,2023-08,2023Q3,Data Analysis,False
1029,2024-05-02,Data Analyst,PhotoRoom,Paris,CDI,EdTech,Bac+5,"Azure, AWS, LLM, Scikit-learn, Computer Vision",59036.0,Hybride,1,2024-05,2024Q2,Data Analysis,False
1030,2023-07-21,Business Intelligence Analyst,ManoMano,Paris,Freelance,E-commerce,Bac+5,"RAG, Power BI, Airflow, Docker, Pandas, SQL",457.0,Hybride,1,2023-07,2023Q3,Data Analysis,False
1031,2024-02-07,Stagiaire Data Science,Doctolib,Paris,CDI,EdTech,Bac+8 (PhD),"Power BI, Scikit-learn, RAG",62913.0,Oui,0,2024-02,2024Q1,Stage,False
1032,2023-12-13,Computer Vision Engineer,Withings,Lyon,Stage,E-commerce,Bac+8 (PhD),"Scikit-learn, AWS, TensorFlow, Computer Vision",1008.0,Hybride,0,2023-12,2023Q4,Data Engineering,True
1033,2024-05-05,AI Researcher,Ekimetrics,Paris,CDI,EdTech,Bac+4,"Docker, Machine Learning, API REST, Python, Scikit-learn, SQL",64518.0,Hybride,0,2024-05,2024Q2,Recherche IA,False
1034,2023-11-06,Data Scientist,Kayrros,Lyon,Stage,RetailTech,Bac+3,"Docker, Python, Power BI, dbt, Git, SQL",956.0,Non,1,2023-11,2023Q4,Data Science,True
1035,2023-07-14,MLOps Engineer,ManoMano,Paris,Stage,HealthTech,Bac+5,"TensorFlow, Machine Learning, GCP, Airflow, API REST, Pandas, Power BI",999.0,Non,0,2023-07,2023Q3,ML Engineering,True
